kd_supplier,kd_barang,gudang,qty
PETRO02,QSATG01,Gdg. Induk,1829
PETRO01,QSATU02,Gdg. Induk,6574
PETRO01,QSATU03,Gdg. Induk,7662
PETRO01,QSATU05,Gdg. Induk,653
PERSA01,QSATY01,Gdg. Induk,45
BENIH01,QSAWI02,Gdg. Induk,409
BENIH01,QSAWI06,Gdg. Induk,800
SYNGE01,QSCOR02,Gdg. Induk,65629
SYNGE01,QSCOR03,Gdg. Induk,11452
BISII01,QSEED01,Gdg. Induk,0
UTOMO01,QSEKO02,Gdg. Induk,24
STARM01,QSELA01,Gdg. Induk,782
STARM01,QSELA02,Gdg. Induk,175
SARAN04,QSELA10,Gdg. Induk,15
AGRIC01,QSEVI02,Gdg. Induk,20765
AGRIC01,QSEVI03,Gdg. Induk,1060
MAJUM01,QSG0101,Gdg. Induk,769
MAJUM01,QSG0501,Gdg. Induk,344
MAJUM01,QSG0502,Gdg. Induk,2290
PETRO02,QSIDA08,Gdg. Induk,1640
PETRO02,QSIDA09,Gdg. Induk,0
PETRO02,QSIDA10,Gdg. Induk,0
,QSIGN01,Gdg. Induk,75
NUFAR01,QSIKL02,Gdg. Induk,2745
SYNGE01,QSIMO01,Gdg. Induk,70050
SINAM01,QSINA07,Gdg. Induk,6188
SINAM01,QSINA08,Gdg. Induk,2680
NUFAR01,QSINE01,Gdg. Induk,1140
NUFAR01,QSINE02,Gdg. Induk,1961
SINER01,QSINT01,Gdg. Induk,9320
BAYER01,QSIVA01,Gdg. Induk,44
BENIH01,QSMK07,Gdg. Induk,1040
BENIH01,QSMK24,Gdg. Induk,15952
BENIH01,QSMK27,Gdg. Induk,74
BENIH01,QSMK31,Gdg. Induk,1951
ASIAN01,QSOFI02,Gdg. Induk,607
ASIAN01,QSOFI03,Gdg. Induk,161
ASIAN01,QSOFI04,Gdg. Induk,444
MAJUM01,QSORT06,Gdg. Induk,19
AGRIC01,QSPON01,Gdg. Induk,6445
AGRIC01,QSPON02,Gdg. Induk,4
AGRIC01,QSPON03,Gdg. Induk,7151
ASIAN01,QSPON07,Gdg. Induk,531
ASIAN01,QSPON08,Gdg. Induk,35
IMTAS01,QSPRA12,Gdg. Induk,27
IMTAS01,QSPRA15,Gdg. Induk,236
JAWAA01,QSPRA21,Gdg. Induk,1430
JAWAA01,QSPRA22,Gdg. Induk,165
JAWAA01,QSPRA23,Gdg. Induk,561
JAWAA01,QSPRA24,Gdg. Induk,76
IMTAS01,QSPRA32,Gdg. Induk,2129
IMTAS01,QSPRA38,Gdg. Induk,3
CENTA01,QSPRA39,Gdg. Induk,1
IMTAS01,QSPRA40,Gdg. Induk,245
IMTAS01,QSPRA41,Gdg. Induk,154
SARAN04,QSPRA43,Gdg. Induk,0
CENTA01,QSPRA44,Gdg. Induk,47
IMTAS01,QSPRA46,Gdg. Induk,1293
CENTA01,QSPRA47,Gdg. Induk,0
IMTAS01,QSPRA48,Gdg. Induk,400
IMTAS01,QSPRA49,Gdg. Induk,293
JAWAA01,QSPYK01,Gdg. Induk,3906
JAWAA01,QSPYK02,Gdg. Induk,452
JAWAA01,QSPYK03,Gdg. Induk,156
ADILM01,QSTAR01,Gdg. Induk,508
ADILM01,QSTAR02,Gdg. Induk,6389
ADILM01,QSTAR05,Gdg. Induk,1224
KRIST01,QSUIC02,Gdg. Induk,488
KRIST01,QSUIC03,Gdg. Induk,757
AGRON01,QSYMB01,Gdg. Induk,5492
AGRON01,QSYMB02,Gdg. Induk,3
AGRON01,QSYMB03,Gdg. Induk,4962
ADVAN01,QSYMP01,Gdg. Induk,860
ADVAN01,QSYMP02,Gdg. Induk,785
SARAN04,QTABU02,Gdg. Induk,10
KENSO01,QTAEK01,Gdg. Induk,360
KELUD01,QTALI03,Gdg. Induk,147
ABADI02,QTALI04,Gdg. Induk,479.4
KELUD01,QTALI05,Gdg. Induk,85
KARUN03,QTALI06,Gdg. Induk,1059
IMTAS01,QTALI07,Gdg. Induk,10
SARAN04,QTALI08,Gdg. Induk,10
TUNAS05,QTAMP01,Gdg. Induk,70
TUNAS05,QTAMP03,Gdg. Induk,1683
TUNAS05,QTAMP04,Gdg. Induk,22
STARM01,QTANG08,Gdg. Induk,484
STARM01,QTANG10,Gdg. Induk,62
STARM01,QTANG12,Gdg. Induk,570
STARM01,QTANG43,Gdg. Induk,26
STARM01,QTANG47,Gdg. Induk,65
STARM01,QTANG48,Gdg. Induk,189
STARM01,QTANG49,Gdg. Induk,669
STARM01,QTANG51,Gdg. Induk,171
GOLDE01,QTANG52,Gdg. Induk,1
STARM01,QTANG54,Gdg. Induk,18
GOLDE01,QTANG55,Gdg. Induk,17
GOLDE01,QTANG56,Gdg. Induk,4
,QTANG57,Gdg. Induk,25
STARM01,QTANG58,Gdg. Induk,488
STARM01,QTANG59,Gdg. Induk,69
PETRO01,QTERM01,Gdg. Induk,9815
PETRO01,QTERM02,Gdg. Induk,14501
GLOBA01,QTERM03,Gdg. Induk,2
GLOBA01,QTERM04,Gdg. Induk,70
BENIH01,QTERO03,Gdg. Induk,0
BENIH01,QTERO08,Gdg. Induk,419
BISII01,QTERO13,Gdg. Induk,0
AGRIC01,QTHRO02,Gdg. Induk,10
AGRIC01,QTHRO03,Gdg. Induk,1287
AGRIC01,QTHRO04,Gdg. Induk,1438
BENIH01,QTIMU29,Gdg. Induk,0
TANAM01,QTINK01,Gdg. Induk,772
BISII01,QTOMA29,Gdg. Induk,250
IMTAS01,QTOMB01,Gdg. Induk,10
ASIAN01,QTOPB01,Gdg. Induk,187
ASIAN01,QTOPB02,Gdg. Induk,248
SINAR01,QTOPI01,Gdg. Induk,470
SINAR01,QTOPI03,Gdg. Induk,2270
MITRA09,QTOPI04,Gdg. Induk,6
SARIK02,QTOPJ01,Gdg. Induk,10726
SARIK02,QTOPJ02,Gdg. Induk,350
SARIK02,QTOPJ03,Gdg. Induk,136
MITRA01,QTOPS02,Gdg. Induk,800
PETRO01,QTOPS07,Gdg. Induk,7099
TRISN01,QTOPS08,Gdg. Induk,1561
TRISN01,QTOPS09,Gdg. Induk,10370
PETRO01,QTOPS10,Gdg. Induk,3585
SYNGE01,QTRIG01,Gdg. Induk,10540
SYNGE01,QTRIG02,Gdg. Induk,13630
AGRON01,QTRIP01,Gdg. Induk,828
ASIAN01,QTRIP02,Gdg. Induk,1775
TANIN01,QTRIS01,Gdg. Induk,200
TANIN01,QTRIS04,Gdg. Induk,160
SARIK02,QTUNT03,Gdg. Induk,1218
SAPRO03,QULTR01,Gdg. Induk,1050
MITRA01,QUNIB01,Gdg. Induk,1870
MITRA01,QUNIB02,Gdg. Induk,2640
SINER01,QUNIG01,Gdg. Induk,405
SINER01,QUNIG02,Gdg. Induk,190
SINER01,QUNIH01,Gdg. Induk,11242
SINER01,QUNIH02,Gdg. Induk,10046
SINER01,QUNIH03,Gdg. Induk,1368
MITRA01,QUNIR01,Gdg. Induk,3340
MITRA01,QUNIR02,Gdg. Induk,3811
MITRA01,QUNIR03,Gdg. Induk,750
SINER01,QUNIS01,Gdg. Induk,2574
SINER01,QUNIS02,Gdg. Induk,1110
SINER01,QUNIS03,Gdg. Induk,300
TANAM01,QUPRI01,Gdg. Induk,2145
TANAM01,QUPRI02,Gdg. Induk,440
ALFAB01,QVALL01,Gdg. Induk,2125
ADVAN01,QVALO01,Gdg. Induk,200
ADVAN01,QVALO02,Gdg. Induk,20
BAYER01,QVAYE03,Gdg. Induk,728
MAJUM01,QVERT02,Gdg. Induk,0
SARIK02,QVIAR01,Gdg. Induk,391
SARIK02,QVIAR02,Gdg. Induk,3069
TANIN01,QVICT04,Gdg. Induk,997
SYNGE01,QVIRT02,Gdg. Induk,9786
MITRA09,QVISH01,Gdg. Induk,2068
SARIK02,QVIST01,Gdg. Induk,671
SARIK02,QVIST02,Gdg. Induk,450
SARIK02,QVIST03,Gdg. Induk,1944
SINAR01,QWALA02,Gdg. Induk,820
SINAR01,QWALA03,Gdg. Induk,1315
MAJUM01,QWEND01,Gdg. Induk,21957
MAJUM01,QWEND02,Gdg. Induk,1644
AGRIC01,QWIN01,Gdg. Induk,13940
TANIN01,QWIND01,Gdg. Induk,290
TANIN01,QWIND03,Gdg. Induk,100
TANIN01,QWIND05,Gdg. Induk,800
ASIAN01,QWIND06,Gdg. Induk,8
ASIAN01,QWIND07,Gdg. Induk,72
KRIST01,QXYCO02,Gdg. Induk,235
KRIST01,QXYCO03,Gdg. Induk,40
MITRA25,QYOUS01,Gdg. Induk,750
MITRA25,QYOUS02,Gdg. Induk,285
ZENIT01,QZENC01,Gdg. Induk,2721
ZENIT01,QZENC02,Gdg. Induk,1775
ZENIT01,QZENC03,Gdg. Induk,558
ZENIT01,QZENP01,Gdg. Induk,963
ZENIT01,QZENP02,Gdg. Induk,93
ZENIT01,QZENP03,Gdg. Induk,326
ZENIT01,QZENP04,Gdg. Induk,1425
LESTA01,QZINC01,Gdg. Induk,64614
SAPRO03,QZNUR01,Gdg. Induk,46
NONAM01,ZZBAAL01,Gdg. Induk,350
NONAM01,ZZBAJU01,Gdg. Induk,29
NONAM01,ZZBAJU02,Gdg. Induk,155
,ZZBANN03,Gdg. Induk,27
,ZZBOTO01,Gdg. Induk,2
,ZZBOTO02,Gdg. Induk,2
,ZZBOTO03,Gdg. Induk,2
,ZZBOTO04,Gdg. Induk,2
,ZZBROS02,Gdg. Induk,12720
,ZZBROS03,Gdg. Induk,28189
,ZZBROS04,Gdg. Induk,29217
,ZZBROS05,Gdg. Induk,12300
N/A,ZZBUKU04,Gdg. Induk,2235
,ZZBUKU05,Gdg. Induk,20
,ZZBUKU06,Gdg. Induk,1297
,ZZBUKU07,Gdg. Induk,20
,ZZBUKU08,Gdg. Induk,5
,ZZCELA02,Gdg. Induk,283
,ZZDEMO01,Gdg. Induk,610
,ZZDEMO02,Gdg. Induk,4400
,ZZDEMO03,Gdg. Induk,4910
MITRA09,ZZDEMO04,Gdg. Induk,4790
MITRA09,ZZDEMO05,Gdg. Induk,345
MITRA09,ZZDEMO06,Gdg. Induk,405
MITRA09,ZZDEMO07,Gdg. Induk,705
,ZZDETE02,Gdg. Induk,1580
,ZZEMBE01,Gdg. Induk,39
NONAM01,ZZGELA01,Gdg. Induk,3086
NONAM01,ZZGELA03,Gdg. Induk,789
NONAM01,ZZGELA06,Gdg. Induk,228
NONAM01,ZZGELA07,Gdg. Induk,36
JOHNN01,ZZGRAN01,Gdg. Induk,56
NONAM01,ZZHAND08,Gdg. Induk,45
,ZZHUAN01,Gdg. Induk,3
NONAM01,ZZJAKE02,Gdg. Induk,131
NONAM01,ZZJAKE04,Gdg. Induk,204
NONAM01,ZZJAMD01,Gdg. Induk,485
NONAM01,ZZJAMD06,Gdg. Induk,2
,ZZKALE55,Gdg. Induk,3
,ZZKAME01,Gdg. Induk,4
SAPRO03,ZZKAO100,Gdg. Induk,651
NONAM01,ZZKAOS04,Gdg. Induk,379
NONAM01,ZZKAOS06,Gdg. Induk,1213
,ZZKAOS101,Gdg. Induk,2789
,ZZKAOS118,Gdg. Induk,22
,ZZKAOS120,Gdg. Induk,21
,ZZKAOS123,Gdg. Induk,30
,ZZKAOS130,Gdg. Induk,20
,ZZKAOS131,Gdg. Induk,67
,ZZKAOS138,Gdg. Induk,30
,ZZKAOS146,Gdg. Induk,67
NONAM01,ZZKAOS15,Gdg. Induk,242
,ZZKAOS152,Gdg. Induk,225
,ZZKAOS155,Gdg. Induk,2015
,ZZKAOS159,Gdg. Induk,52
,ZZKAOS160,Gdg. Induk,25
,ZZKAOS168,Gdg. Induk,21
,ZZKAOS169,Gdg. Induk,300
NONAM01,ZZKAOS17,Gdg. Induk,2286
,ZZKAOS172,Gdg. Induk,85
NONAM01,ZZKAOS18,Gdg. Induk,3290
,ZZKAOS186,Gdg. Induk,70
,ZZKAOS188,Gdg. Induk,4
,ZZKAOS189,Gdg. Induk,2152
LESTA01,ZZKAOS192,Gdg. Induk,100
,ZZKAOS195,Gdg. Induk,283
,ZZKAOS197,Gdg. Induk,254
N/A,ZZKAOS198,Gdg. Induk,1691
,ZZKAOS199,Gdg. Induk,115
,ZZKAOS201,Gdg. Induk,53
,ZZKAOS202,Gdg. Induk,793
,ZZKAOS211,Gdg. Induk,30
,ZZKAOS216,Gdg. Induk,8
,ZZKAOS218,Gdg. Induk,1527
,ZZKAOS219,Gdg. Induk,25
,ZZKAOS221,Gdg. Induk,17
,ZZKAOS222,Gdg. Induk,160
,ZZKAOS225,Gdg. Induk,740
,ZZKAOS227,Gdg. Induk,752
N/A,ZZKAOS228,Gdg. Induk,2450
,ZZKAOS230,Gdg. Induk,14
,ZZKAOS235,Gdg. Induk,935
SAPRO03,ZZKAOS236,Gdg. Induk,281
,ZZKAOS240,Gdg. Induk,364
,ZZKAOS242,Gdg. Induk,57
,ZZKAOS244,Gdg. Induk,1090
,ZZKAOS250,Gdg. Induk,10316
SINAM01,ZZKAOS251,Gdg. Induk,2685
,ZZKAOS253,Gdg. Induk,2603
,ZZKAOS255,Gdg. Induk,100
,ZZKAOS256,Gdg. Induk,6618
BEHNM01,ZZKAOS257,Gdg. Induk,395
,ZZKAOS258,Gdg. Induk,500
,ZZKAOS259,Gdg. Induk,6700
,ZZKAOS260,Gdg. Induk,334
,ZZKAOS262,Gdg. Induk,1866
,ZZKAOS263,Gdg. Induk,71
SAPRO03,ZZKAOS264,Gdg. Induk,192
,ZZKAOS265,Gdg. Induk,5095
,ZZKAOS266,Gdg. Induk,732
,ZZKAOS267,Gdg. Induk,190
,ZZKAOS268,Gdg. Induk,218
MITRA01,ZZKAOS269,Gdg. Induk,3745
SAPRO03,ZZKAOS270,Gdg. Induk,418
,ZZKAOS274,Gdg. Induk,2700
,ZZKAOS277,Gdg. Induk,2
NONAM01,ZZKAOS29,Gdg. Induk,79
NONAM01,ZZKAOS32,Gdg. Induk,48
NONAM01,ZZKAOS41,Gdg. Induk,56
NONAM01,ZZKAOS42,Gdg. Induk,50
NONAM01,ZZKAOS44,Gdg. Induk,57
NONAM01,ZZKAOS47,Gdg. Induk,138
NONAM01,ZZKAOS52,Gdg. Induk,125
NONAM01,ZZKAOS69,Gdg. Induk,10569
NONAM01,ZZKAOS73,Gdg. Induk,27
NONAM01,ZZKAOS75,Gdg. Induk,74
NONAM01,ZZKAOS82,Gdg. Induk,45
NONAM01,ZZKAOS84,Gdg. Induk,95
NONAM01,ZZKAOS85,Gdg. Induk,86
NONAM01,ZZKAOS90,Gdg. Induk,82
NONAM01,ZZKAOS92,Gdg. Induk,58
NONAM01,ZZKAOS95,Gdg. Induk,120
NONAM01,ZZKAOS96,Gdg. Induk,33
,ZZKAOS99,Gdg. Induk,50
,ZZKEMEJ01,Gdg. Induk,120
,ZZKOMPO04,Gdg. Induk,1
NONAM01,ZZKORE01,Gdg. Induk,270
NONAM01,ZZKUNC01,Gdg. Induk,2
NONAM01,ZZLAPT01,Gdg. Induk,1
NONAM01,ZZMANG01,Gdg. Induk,6
,ZZMEJA01,Gdg. Induk,2
,ZZMINI01,Gdg. Induk,100
,ZZMINY18,Gdg. Induk,42
,ZZMINY21,Gdg. Induk,110
,ZZMINY24,Gdg. Induk,4
,ZZMINY25,Gdg. Induk,806
,ZZNOKI01,Gdg. Induk,7
,ZZNOKI02,Gdg. Induk,15
,ZZNOKI03,Gdg. Induk,15
,ZZPAKE02,Gdg. Induk,7
NONAM01,ZZPARC01,Gdg. Induk,25
NONAM01,ZZPARC02,Gdg. Induk,13
NONAM01,ZZPARC03,Gdg. Induk,13
NONAM01,ZZPARC04,Gdg. Induk,16
NONAM01,ZZPARC05,Gdg. Induk,18
,ZZPISA02,Gdg. Induk,133
,ZZPOS02,Gdg. Induk,965
,ZZSABU02,Gdg. Induk,555
NONAM01,ZZSARU03,Gdg. Induk,854
NONAM01,ZZSARU09,Gdg. Induk,165
NONAM01,ZZSARU15,Gdg. Induk,2925
,ZZSARU17,Gdg. Induk,46
,ZZSARU19,Gdg. Induk,106
,ZZSARU20,Gdg. Induk,477
,ZZSARU22,Gdg. Induk,13
,ZZSARU23,Gdg. Induk,10
,ZZSARU25,Gdg. Induk,271
,ZZSARU27,Gdg. Induk,410
,ZZSKIE01,Gdg. Induk,20
,ZZSKIE02,Gdg. Induk,92
NONAM01,ZZSPAN04,Gdg. Induk,22
NONAM01,ZZSPAN07,Gdg. Induk,13
,ZZSPAN14,Gdg. Induk,2
NONAM01,ZZSTAN02,Gdg. Induk,14
NONAM01,ZZT-SH01,Gdg. Induk,40
,ZZT-SH03,Gdg. Induk,20
,ZZT-SH04,Gdg. Induk,20
,ZZT-SH05,Gdg. Induk,20
,ZZT-SH06,Gdg. Induk,170
NONAM01,ZZTANG01,Gdg. Induk,10
NONAM01,ZZTOPI01,Gdg. Induk,7626
NONAM01,ZZTOPI04,Gdg. Induk,30
NONAM01,ZZTOPI06,Gdg. Induk,85
NONAM01,ZZTOPI07,Gdg. Induk,100
NONAM01,ZZTOPI10,Gdg. Induk,232
NONAM01,ZZTOPI11,Gdg. Induk,50
,ZZTOPI12,Gdg. Induk,150
,ZZTOPI15,Gdg. Induk,70
,ZZTOPI16,Gdg. Induk,8
,ZZTVLE09,Gdg. Induk,2
,ZZTVS02,Gdg. Induk,1
,ZZUMBU07,Gdg. Induk,10
,ZZXBAN01,Gdg. Induk,10
,ZZZENT01,Gdg. Induk,40
